"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Elm City College Preparatory School District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Elm City College Preparatory School District","","2016-2017","High Needs","Other Count","Number",-9999
"Elm City College Preparatory School District","","2016-2017","Non-High Needs","Other Count","Number",-9999
"Elm City College Preparatory School District","","2016-2017","High Needs","Other Rate","Percent",-9999
"Elm City College Preparatory School District","","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Elm City College Preparatory School District","","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Elm City College Preparatory School District","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Total Cohort Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Total Cohort Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Four Year Graduation Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Four Year Graduation Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Four Year Graduation Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Other Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Other Count","Number",-9999
"Elm City College Preparatory School District","","2018-2019","High Needs","Other Rate","Percent",-9999
"Elm City College Preparatory School District","","2018-2019","Non-High Needs","Other Rate","Percent",-9999
"Enfield School District","900325990","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2015-2016","High Needs","Other Count","Number",-9999
"Enfield School District","900325990","2015-2016","Non-High Needs","Other Count","Number",-9999
"Enfield School District","900325990","2015-2016","High Needs","Other Rate","Percent",-9999
"Enfield School District","900325990","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Enfield School District","900325990","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Enfield School District","900325990","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Enfield School District","900325990","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2010-2011","High Needs","Other Count","Number",-9999
"Explorations District","","2010-2011","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2010-2011","High Needs","Other Rate","Percent",-9999
"Explorations District","","2010-2011","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2011-2012","High Needs","Other Count","Number",-9999
"Explorations District","","2011-2012","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2011-2012","High Needs","Other Rate","Percent",-9999
"Explorations District","","2011-2012","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2012-2013","High Needs","Other Count","Number",-9999
"Explorations District","","2012-2013","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2012-2013","High Needs","Other Rate","Percent",-9999
"Explorations District","","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2013-2014","High Needs","Total Cohort Count","Number",-9999
"Explorations District","","2013-2014","Non-High Needs","Total Cohort Count","Number",-9999
"Explorations District","","2013-2014","High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2013-2014","Non-High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2013-2014","High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2013-2014","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2013-2014","High Needs","Other Count","Number",-9999
"Explorations District","","2013-2014","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2013-2014","High Needs","Other Rate","Percent",-9999
"Explorations District","","2013-2014","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2014-2015","High Needs","Other Count","Number",-9999
"Explorations District","","2014-2015","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2014-2015","High Needs","Other Rate","Percent",-9999
"Explorations District","","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2015-2016","High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2015-2016","Non-High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2015-2016","High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2015-2016","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2015-2016","High Needs","Other Count","Number",-9999
"Explorations District","","2015-2016","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2015-2016","High Needs","Other Rate","Percent",-9999
"Explorations District","","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2016-2017","High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2016-2017","Non-High Needs","Four Year Graduation Count","Number",-9999
"Explorations District","","2016-2017","High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2016-2017","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2016-2017","High Needs","Other Count","Number",-9999
"Explorations District","","2016-2017","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2016-2017","High Needs","Other Rate","Percent",-9999
"Explorations District","","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2017-2018","High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2017-2018","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2017-2018","High Needs","Other Count","Number",-9999
"Explorations District","","2017-2018","Non-High Needs","Other Count","Number",-9999
"Explorations District","","2017-2018","High Needs","Other Rate","Percent",-9999
"Explorations District","","2017-2018","Non-High Needs","Other Rate","Percent",-9999
"Explorations District","","2018-2019","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Explorations District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Explorations District","","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Explorations District","","2018-2019","High Needs","Other Count","Number",-9999
"Explorations District","","2018-2019","High Needs","Other Rate","Percent",-9999
"Explorations District","","2018-2019","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2012-2013","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2012-2013","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2012-2013","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2014-2015","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2014-2015","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2014-2015","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2015-2016","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2015-2016","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2015-2016","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2016-2017","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2016-2017","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2016-2017","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2016-2017","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2017-2018","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2017-2018","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2017-2018","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2017-2018","Non-High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2018-2019","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Fairfield School District","900126620","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2018-2019","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Fairfield School District","900126620","2018-2019","High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2018-2019","Non-High Needs","Other Count","Number",-9999
"Fairfield School District","900126620","2018-2019","High Needs","Other Rate","Percent",-9999
"Fairfield School District","900126620","2018-2019","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2011-2012","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2011-2012","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2011-2012","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2011-2012","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2012-2013","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2012-2013","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2012-2013","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2013-2014","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2013-2014","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2013-2014","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2013-2014","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2014-2015","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2014-2015","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2014-2015","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2015-2016","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2015-2016","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2015-2016","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2016-2017","High Needs","Four Year Graduation Count","Number",-9999
"Farmington School District","900327600","2016-2017","Non-High Needs","Four Year Graduation Count","Number",-9999
"Farmington School District","900327600","2016-2017","High Needs","Four Year Graduation Rate","Percent",-9999
"Farmington School District","900327600","2016-2017","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Farmington School District","900327600","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2016-2017","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Farmington School District","900327600","2017-2018","High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2017-2018","Non-High Needs","Other Count","Number",-9999
"Farmington School District","900327600","2017-2018","High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2017-2018","Non-High Needs","Other Rate","Percent",-9999
"Farmington School District","900327600","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Farmington School District","900327600","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2010-2011","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2010-2011","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2010-2011","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2010-2011","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2011-2012","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2011-2012","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2011-2012","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2011-2012","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2012-2013","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2012-2013","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2012-2013","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2013-2014","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2013-2014","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2013-2014","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2013-2014","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2014-2015","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2014-2015","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2014-2015","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2015-2016","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2015-2016","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2016-2017","High Needs","Four Year Graduation Count","Number",-9999
"Glastonbury School District","900331240","2016-2017","Non-High Needs","Four Year Graduation Count","Number",-9999
"Glastonbury School District","900331240","2016-2017","High Needs","Four Year Graduation Rate","Percent",-9999
"Glastonbury School District","900331240","2016-2017","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Glastonbury School District","900331240","2016-2017","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2017-2018","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2017-2018","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Glastonbury School District","900331240","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Glastonbury School District","900331240","2018-2019","High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2018-2019","Non-High Needs","Other Count","Number",-9999
"Glastonbury School District","900331240","2018-2019","High Needs","Other Rate","Percent",-9999
"Glastonbury School District","900331240","2018-2019","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2010-2011","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2010-2011","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2010-2011","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2010-2011","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2010-2011","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2011-2012","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2011-2012","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2011-2012","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2011-2012","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2011-2012","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2011-2012","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2011-2012","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2012-2013","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2012-2013","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2012-2013","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
